LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalRevenuePerStudent,TotalFederalRevenuePerStudent,TotalLocalRevenuePerStudent,TotalStateRevenuePerStudent,StudentTeacherRatio,StudentandStaffSupportPerStudent,AdministrationPerStudent,OperationsPerStudent
0103330,TROY CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36081,10389.7021706209,1058.55628470469,4162.54416961131,5168.6017163049,17.1916666666667,703.685007571933,1262.49369005553,1402.32205956588
0100013,TRUSSVILLE CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35173,10736.5350089767,217.908438061041,5298.92280071813,5219.70377019749,17.5326797385621,840.439856373429,1212.07360861759,2203.77019748653
0103360,TUSCALOOSA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35403,12143.0216932233,1589.55653676329,5654.73219427913,4898.73296218084,16.1465143757385,1372.62430408908,1228.35477058936,2550.58552505279
0103390,TUSCALOOSA COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35403,9808.95815170009,824.0518744551,3422.07933740192,5562.82693984307,19.0433403805497,917.066259808195,890.85658238884,1915.4860505667
0103420,TUSCUMBIA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35674,9888.67059593975,855.92665356909,3344.46627373936,5688.2776686313,16.5882352941176,1155.20628683694,1497.05304518664,1474.13228552718
0103430,VESTAVIA HILLS CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35266,11131.7177476835,247.754811119031,6152.67284390592,4731.29009265859,16.8828606658446,1020.24233784747,1417.24875267284,1615.68068424804
0103450,WALKER COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35502,9879.00856011243,1306.75865593459,2842.46837868915,5729.78152548869,18.1784897025172,857.927686214386,995.783825220391,2074.74128018398
0103480,WASHINGTON COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36518,9630.44959128065,1316.41689373297,2777.58855585831,5536.44414168937,16.3967391304348,622.275204359673,838.555858310627,2098.77384196185
0103510,WILCOX COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36726,10937.6044568245,2071.30919220056,2347.07520891365,6519.22005571031,17.0093457943925,1005.57103064067,1271.86629526462,2735.37604456825
0103540,WINFIELD CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35594,10240.916271722,1002.36966824645,3138.23064770932,6100.31595576619,16.9078947368421,593.996840442338,1137.44075829384,1865.71879936809
0103580,WINSTON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35553,10651.6945692119,1120.04899959167,3164.55696202532,6367.08860759494,17.1438356164384,972.641894650878,1278.07268272764,2514.90404246631
